SETTLEMENT DATE|CUSIP|SYMBOL|QUANTITY (FAILS)|DESCRIPTION|PRICE
20230411|65442R208|JFU|604|9F INC SPONSORED ADS NEW (CYM)|1.95
20230411|65443J106|VMSXF|13986|NINE MILE METALS LTD (CANADA) |0.19
20230411|65443P102|MASS|4302|908 DEVICES INC|8.44
20230411|654484609|NB|5728|NIOCORP DEVS LTD COM NEW (CANA|6.67
20230411|654566108|NPNGY|73|NIPPON GAS CO LTD ADR (JAPAN) |0.01
20230411|654624105|NTTYY|476|NIPPON TELEG &TEL ADR|29.45
20230411|65473P105|NI|500|NISOURCE INC (HOLDING CO)|28.69
20230411|65481N100|NIU|883|NIU TECHNOLOGIES ADR (CYM)|3.71
20230411|65487K100|LASR|36|NLIGHT, INC. COMMON STOCK|9.46
20230411|65487X102|NOAH|970|NOAH HLDGS LTD SPON ADS (CYM)(|16.33
20230411|655186500|NCRA|66|NOCERA INC COM PAR $0.001|1.13
20230411|65528N204|NOGN|1|NOGIN INC COM NEW|1.77
20230411|65528V107|NKRKY|197|NOKIAN TYRES OYJ UNSPONSORED A|4.47
20230411|65535H208|NMR|26742|NOMURA HLDGS ADS ( 1 SH COM)|3.75
20230411|65542K103|NRVTF|1749|NORAM LITHIUM CORP COM (CAN)|0.45
20230411|655663102|NDSN|100|NORDSON CORP|213.58
20230411|655664100|JWN|1863|NORDSTROM|16.64
20230411|65652P108|NRRSF|52|NORSEMONT MINING INC ORDINARY |0.20
20230411|656553104|NSYS|17|NORTECH SYS INC|10.38
20230411|659310106|NRT|135|NORTH EUROPEAN OIL UBI|13.06
20230411|66405S100|NBN|276|NORTHEAST BK LEWISTON ME COM|35.10
20230411|664121100|NECB|1537|NORTHEAST CMNTY BANCORP INC MD|13.37
20230411|66510M204|NAK|68788|NORTHERN DYNASTY MINERALS LTD |0.24
20230411|66538F249|WLTH|18|NORTHERN LTS FD TR II|8.52
20230411|66538F256|HOM|4|NORTHERN LTS FD TR II|8.70
20230411|66538F264|SAVN|67|NORTHERN LTS FD TR II|9.01
20230411|66538H138|LJIM|268|NORTHERN LTS FD TR IV LONG CRA|24.80
20230411|66538H146|SJIM|1|NORTHERN LTS FD TR IV INVERSE |25.12
20230411|66538H195|GDVD|127|NORTHERN LTS FD TR IV GLOBAL D|22.78
20230411|66538H229|DEIF|709|NORTHERN LTS FD TR IV STERLING|23.08
20230411|66538H252|MBCC|627|NORTHERN LTS FD TR IV MONARCH |25.20
20230411|66538H385|LCG|645|NORTHERN LTS FD TR IV STERLING|22.26
20230411|66538H393|RISN|74|NORTHERN LTS FD TR IV INSPIRE |22.56
20230411|66538H419|WWJD|128913|NORTHERN LTS FD TR IV INSPIRE |27.70
20230411|66538H567|FFSG|334|NORTHERN LTS FD TR IV ETF|31.32
20230411|66538H575|FFTG|188|NORTHERN LTS FD TR IV ETF|24.54
20230411|66538H591|SECT|389|NORTHERN LTS FD TR IV|40.57
20230411|66538H641|ISMD|488|NORTHERN LTS FD TR IV|30.52
20230411|66538H666|FFTI|1607|NORTHERN LTS FD TR IV|20.87
20230411|66538H674|FFHG|128|NORTHERN LTS FD TR IV FORMULA |32.15
20230411|66538J720|MRSK|1721|TOEWS AGILITY SHARES MANAGED R|27.27
20230411|66538J738|THY|429|TOEWS AGILITY SHARES DYNAMIC T|22.26
20230411|665531307|NOG|4535|NORTHERN OIL AND GAS, INC. COM|33.34
20230411|665859104|NTRS|3095|NORTHERN TRUST CORP|87.74
20230411|66611T108|NFBK|1917|NORTHFIELD BANCORP INC|11.42
20230411|66706T104|ROOOF|26272|NORTHSTAR CLEAN TECHNOLOGIES|0.12
20230411|66707L100|NSGCF|112|NORTHSTAR GOLD CORP (CANADA)|0.04
20230411|667270201|NWYF|1975|NORTHWAY FINANCIAL INC NEW|18.15
20230411|667340103|NWBI|1867|NORTHWEST BANCSHARES, INC COM |11.75
20230411|66737P600|NWBO|17197|NORTHWEST BIOTHERAPEUTICS INC.|0.60
20230411|669549107|NWFL|1564|NORWOOD FINANCIAL CORP|28.07
20230411|66979P201|NVFY|2497|NOVA LIFESTYLE INC COM NEW|0.70
20230411|66980V106|NMLSF|1646|NOVA MENTIS LIFE SCIENCE CORP |0.04
20230411|66980W104|NVACF|39|NOVA CANNABIS INC ORDINARY SHA|0.48
20230411|66987E206|NG|3127|NOVAGOLD RESOURCES INC(NEW)(BR|5.94
20230411|66987V109|NVS|414|NOVARTIS AG ADS(1 REG SH)|95.70
20230411|670002401|NVAX|598365|NOVAVAX INC COM NEW (DE)|8.00
20230411|670100205|NVO|6305|NOVO NORDISK ADS (1 ORD SH)|158.91
20230411|670108109|NVZMY|77|NOVOZYMES A/S SPONSORED ADR (D|49.68
20230411|67018T105|NUS|611|NU SKIN ENTERPRISES INC CL-A|40.91
20230411|67021W103|BURU|526430|NUBURU INC COM|3.39
20230411|67021W111|BURUWS|1566|NUBURU INC WT EXP|0.11
20230411|67021W202|W202SPINOFF|123276|NUBURU INC PFD SER A UL/JMC SP|0.01
20230411|67054F100|NGMDF|38575|NUGEN MED DEVICES INC (CANADA)|0.21
20230411|67054W103|NUMIF|5612|NUMINUS WELLNESS INC COM (CAN)|0.16
20230411|67058H409|NSPRC|1345|NUSTAR ENERGY LP CUMULATIVE RE|25.24
20230411|6706EN100|JRO|1683|NUVEEN FLOATING RATE INCOME OP|8.01
20230411|6706EW100|SPXX|41|NUVEEN S&P 500 DYNAMIC OVERWRI|15.63
20230411|67061T101|NIM|23255|NUVEEN SELCT MATURTIES MUNI FD|9.48
20230411|67062C107|NCA|4131|NUVEEN CALIF MUN VALUE FUND|8.99
20230411|67062J102|NMI|7697|NUVEEN MUNICIPAL INCOME FUND|9.90
20230411|67063R103|NXC|340|NUVEEN CALIFORNIA SELECT TX-FR|13.49
20230411|67064R102|NPV|6698|NUVEEN VA QUALITY MUN INCOME F|11.40
20230411|670657105|NEA|23475|NUVEEN AMT-FREE QUALITY|11.08
20230411|67066G104|NVDA|4352|NVIDIA CORP|275.79
20230411|67066V101|NAD|450|NUVEEN QUALITY MUNICIPAL INCOM|11.46
20230411|67066X107|NAN|192|NUVEEN NEW YORK QUALITY MUNICI|10.98
20230411|670682103|NMZ|9|NUVEEN MUNICIPAL HIGH INCOME O|11.04
20230411|67069Y102|NXJ|43|NUVEEN NEW JERSEY QUALITY MUN |11.71
20230411|67070X101|NZF|4226|NUVEEN MUN CR INCOME FD COM (M|11.85
20230411|670703107|NUVL|24146|NUVALENT INC CL A (DE)|25.74
20230411|67071B108|JRS|100|NUVEEN REAL ESTATE INCOME FD|7.46
20230411|67072C105|JPS|100|NUVEEN PREFERRED & INCOME SECU|6.36
20230411|670735109|JLS|39|NUVEEN MORTGAGE AND INCOME FUN|16.03
20230411|67074C103|NBB|2698|NUVEEN TAXABLE MUNICIPAL INCOM|16.37
20230411|67075A106|JPI|24321|NUVEEN PFD & INCOME TERM FD|17.42
20230411|67075F105|DIAX|1245|NUVEEN DOW 30SM DYNAMIC OVERWR|14.90
20230411|67075W108|SONG|100|MUSIC LICENSING, INC. COMMON S|0.03
20230411|67077M108|NTR|8167|NUTRIEN LTD COM SHS (CAD)|71.19
20230411|67079A102|NVEI|68420|NUVEI CORP COM (CANADA)|40.38
20230411|67079F101|JHAA|1272|NUVEEN CORPORATE INCOME 2023 T|9.22
20230411|67079K100|SMR|1098|NUSCALE PWR CORP|8.44
20230411|67079Y118|NVVEW|161|NUVVE HOLDING CORP WT EXP|0.09
20230411|67080D103|NPCT|156|NUVEEN CORE PLUS IMPACT FD COM|10.32
20230411|67080M103|NRIX|10279|NURIX THERAPEUTICS INC|8.93
20230411|67080N101|NUVB|9803|NUVATION BIO INC CL A (DE)|1.76
20230411|67080T108|NVCT|121|NUVECTIS PHARMA INC|12.85
20230411|670837103|OGE|24|OGE ENERGY CORP (HOLDING CO.) |38.65
20230411|67086U307|OLB|2356|OLB GROUP INC COM PAR$|0.96
20230411|67090X107|JCE|26|NUVEEN CORE EQUITY ALPHA FD CO|12.26
20230411|67092P110|NUSA|1800|NUVEEN ENHANCED YIELD 1-5 YEAR|23.04
20230411|67092P409|NUMG|85|NUVEEN ESG MID-CAP GROWTH ETF |37.09
20230411|67092P508|NUMV|1685|NUVEEN ESG MID-CAP VALUE ETF|28.40
20230411|67092P706|NURE|83|NUVEEN SHORT-TERM REIT ETF|30.00
20230411|67092P789|NTZG|1|NUSHARES ETF TR GLOBAL NET ZER|27.21
20230411|67092P805|NUDM|1396|NUVEEN ESG INTERNATIONAL DEVEL|28.19
20230411|67092P813|NUDV|23|NUSHARES ETF TR ESG DIVID ETF |23.67
20230411|67092P821|NDVG|227|NUSHARES ETF TR NUVEEN DIVID G|25.05
20230411|67092P847|NWLG|14|NUSHARES ETF TR NUVEEN WINSLOW|20.23
20230411|67092P854|NUHY|6616|NUVEEN ESG HIGH YIELD CORP BON|20.50
20230411|67092P862|NULC|16|NUSHARES ETF TR NUVEEN ESG LAR|33.99
20230411|67092P870|NUBD|464|NUVEEN ESG U.S. AGGREGATE BOND|22.38
20230411|67092P888|NUEM|2252|NUVEEN ESG EMERGING MARKETS EQ|26.67
20230411|67098B107|NLBS|955|NUTRALIFE BIOSCIENCES INC COM |0.04
20230411|67103H107|ORLY|85|O REILLY AUTOMOTIVE INC COM|869.75
20230411|67106F108|OTCM|14|OTC MARKETS GROUP INC. COMMON |55.50
20230411|67111Q107|OCCI|337|OFS CR CO INC COM (DE)|9.20
20230411|67111Q404|OCCIN|11|OFS CR CO INC|22.57
20230411|67181A107|OSH|13549|OAK STREET HEALTH, INC. (DE)|38.82
20230411|674001409|OAKPRB|1057|OAKTREE CAP GROUP LLC PFD UNIT|21.36
20230411|674215207|CHRD|10383|CHORD ENERGY CORP COM NEW|141.40
20230411|674482203|OBE|673|OBSIDIAN ENERGY LTD COM NEW (C|6.88
20230411|674488101|OCDDY|6496|OCADO GROUP PLCSPONSORED ADR|12.89
20230411|674870506|OPTT|3|OCEAN PWR TECHNOLOGIES INC COM|0.52
20230411|67576A100|OCUL|8233|OCULAR THERAPEUTIX INC COM|5.15
20230411|67577C105|OCGN|37095|OCUGEN INC COM|0.75
20230411|676118201|OMEX|96|ODYSSEY MARINE EXPL INC COM NE|3.20
20230411|67613M109|ODII|65000|ODYSSEY SEMICONDUCTOR|0.90
20230411|67623L109|OPAD|79429|OFFERPAD SOLUTIONS INC CL A (D|0.48
20230411|67644C104|OCEA|6830|OCEAN BIOMEDICAL, INC. COM|5.29
20230411|678026105|OIS|5440|OIL STATES INTL INC|8.25
20230411|679295105|OKTA|27847|OKTA INC CL A (DE)|78.01
20230411|679345108|OKYO|93|OKYO PHARMA LTD SPONSORED ADR |1.37
20230411|679580100|ODFL|157|OLD DOMINION FREIGHT LINES INC|334.79
20230411|68003D303|ONBPO|1603|OLD NATL BANCORP IND NEW DEPO |25.36
20230411|680223104|ORI|553|OLD REPUBLIC INTL CORP|24.99
20230411|68134L109|OLO|1001|OLO INC CL A|7.99
20230411|68162K106|ZEUS|58|OLYMPIC STEEL INC|49.82
20230411|68163W208|OLYMY|25495|OLYMPUS CORP ADR (JAPAN)|18.50
20230411|681936100|OHI|2703|OMEGA HEALTHCARE INVESTORS INC|27.51
20230411|682043104|OMGGF|2500|OMAI GOLD MINES CORP COM (CANA|0.05
20230411|682095104|OFLX|16|OMEGA FLEX INC COM|104.90
20230411|682143102|OMER|558|OMEROS CORPORATION COM STK|5.14
20230411|68216T103|OMMSF|35592|OMINECA MNG & METALS LTD|0.06
20230411|68217N105|OMGA|10931|OMEGA THERAPEUTICS INC COM (DE|7.81
20230411|68235C107|OCX|35145|ONCOCYTE CORPORATION COMMON ST|0.35
20230411|68235P108|OGS|2806|ONE GAS INC COM|82.68
20230411|68236H204|ONDS|771|ONDAS HLDGS INC|0.99
20230411|68236R103|ONCR|481|ONCORUS INC|0.32
20230411|68236V203|ATNF|1042587|180 LIFE SCIENCES CORP COM NEW|1.21
20230411|68243Q106|FLWS|424|1-800 FLOWERS.COM INC|11.61
20230411|68268W103|OMF|217|ONEMAIN HLDGS INC COM|36.23
20230411|682680103|OKE|42554|ONEOK INC (NEW)|66.07
20230411|68280L101|ONEW|789|ONEWATER MARINE INC CL AL (DE)|27.21
20230411|68287N100|OSPN|389|ONESPAN INC COM|18.33
20230411|683373104|OTRK|8678|ONTRAK INC|0.50
20230411|683712103|OPEN|416574|OPENDOOR TECHNOLOGIES INC|1.68
20230411|683715106|OTEX|204|OPEN TEXT CORP|38.33
20230411|68373J104|LPRO|23973|OPEN LENDING CORP CL A|6.90
20230411|68374D106|KPZIF|500|OPHIR GOLD CORP (CANADA)|0.15
20230411|68376D104|OPRT|971|OPORTUN FINL CORP COM|3.76
20230411|68384X209|OPXS|2003|OPTEX SYS HLDGS COM NEW|3.04
20230411|68389X105|ORCL|74035|ORACLE CORPORATION|93.76
20230411|68404L201|OPCH|95|OPTION CARE HEALTH INC COM NEW|31.21
20230411|68404V100|OPTN|5195|OPTINOSE INC COM|1.85
20230411|68405H100|OPTHF|2567|OPTIMI HEALTH CORP (CANADA)|0.17
20230411|684060106|ORAN|29433|ORANGE SPONSORED ADR|12.51
20230411|68572M106|OBIO|24080|ORCHESTRA BIOMED HOLDINGS, INC|19.96
20230411|685782104|OREAF|37109|OREA MNG CORP (CANADA)|0.08
20230411|68620A203|ONVO|3232|ORGANOVOINC HLDGS COM NEW|2.24
20230411|68620F103|OROVY|212|Orient Overseas International |94.80
20230411|68621D107|OCEL|27564|ORGANICELL REGENERATIVE MEDICI|0.01
20230411|68621F102|ORGO|6531|ORGANOGENESIS HLDGS INC CLASS |2.13
20230411|68621T102|OBNK|97|ORIGIN BANCORP, INC. COMMON ST|32.01
20230411|68622D106|ORGN|4727|ORIGIN MATLS INC (DE)|4.08
20230411|68629Y103|ONL|2007|ORION OFFICE REIT INC COM|6.62
20230411|686331109|ORKLY|34824|ORKLA AS SPON ADR (REP-A)|7.33
20230411|68634K106|ORLA|39736|ORLA MNG LTD NEW (CANADA)|4.44
20230411|687033100|ORRCF|16202|OROCO RESOURCE CORP ORDINARY S|0.61
20230411|68750L102|DNNGY|200|ORSTED A/S (DENMARK)|28.56
20230411|68752L100|KIDS|868|ORTHOPEDIATRICS CORP COM|47.92
20230411|68752M108|OFIX|849|ORTHOFIX MED INC|17.29
20230411|687793109|OSCR|2047|OSCAR HEALTH INC CL A|6.92
20230411|688239201|OSK|185|OSHKOSH CORPORATION (HOLDING C|77.91
20230411|68827L101|OR|22010|OSISKO GOLD ROYALTIES LTD ORD |16.20
20230411|68828E809|ODV|37908|OSISKO DEV CORP COM NEW(CAN)|5.08
20230411|68829A111|OSIWS|254|OSIRIS ACQUISITION CORP WT EXP|0.12
20230411|68989M103|OUST|116989|OUSTER INC CLASS A (DE)|0.49
20230411|68989M111|OUSTWS|36947|OUSTER INC WT EXP 03/11/26|0.08
20230411|69002R103|OB|189|OUTBRAIN INC|4.52
20230411|690145107|OM|1283|OUTSET MED INC|17.78
20230411|690333109|OVCHY|940|OVERSEA-CHINESE BANKING CORP L|18.97
20230411|69047Q102|OVV|6003|OVINTIV INC COM (DE)|39.36
20230411|690732102|OMI|862|OWENS & MINOR INC (HLDG CO)|14.89
20230411|690742101|OC|49|OWENS CORNING INC COM STK NEW |96.20
20230411|69120X107|OWLT|10849|OWLET INC|0.32
20230411|69120X115|OWLTWS|2388|OWLET INC WT EXP 09/14/2027 (D|0.03
20230411|69121K104|ORCC|12896|OWL ROCK CAP CORP COM (MD)|12.43
20230411|69140P100|OXBC|492|OXFORD BANK CORP|30.50
20230411|691543870|OXLCN|126|OXFORD LANE CAP CORP PFD SER 2|23.20
20230411|69181V107|OXSQ|1189|OXFORD SQUARE CAPITAL CORP COM|3.13
20230411|69181V206|OXSQL|315|OXFORD SQUARE CAPITAL CORP NT |24.49
20230411|69291C114|PPHPW|552|PHP VENTURES ACQUISITION CORP |0.10
20230411|69318G106|PBF|2164|PBF ENERGY INC CL A COM STK (D|41.79
20230411|69320M109|PCB|116|PCB BANCORP COM|13.60
20230411|69323T101|PCM|2955|PCM FUND, INC|8.95
20230411|69331C140|PCGU|47|PG&E CORP EQUITY UNIT|146.90
20230411|69336V101|PGTI|778|PGT, INC.|24.86
20230411|69338J106|PPCCY|614|PICC Property and Casualty Com|25.48
20230411|69338U101|PHXHF|1|PHX ENERGY SERVICES CORP. ORDI|5.10
20230411|69344A107|PULS|2330|PGIM ETF TR|49.19
20230411|69344A206|PHYL|2|PGIM ETF TR|33.96
20230411|69344A859|PBL|400|PGIM ETF TR|25.15
20230411|69344A883|PFRL|24|PGIM ETF TR FLTG RATE INCOME E|49.41
20230411|69344D408|PHI|745|PLDT INC SPONSORED ADR (PHL)|23.57
20230411|69346H100|ISD|71|PGIM HIGH YIELD BOND FUND, INC|12.30
20230411|69346N107|NRGX|448|PIMCO ENERGY & TACTICAL CR OPP|14.91
20230411|693506107|PPG|532|PPG INDUSTRIES INC|138.34
20230411|69354N106|PRAA|1229|PRA GROUP, INC COM STK|38.65
20230411|693656100|PVH|1683|PVH CORP COM STK (DE)|86.88
20230411|69367U105|PPERY|777|PT BANK MANDIRI PERSERO TBK UN|13.51
20230411|69367X109|PTAIY|265|Pt Astra International TBK Uns|7.86
20230411|69369T106|PTJSY|7|PT JASA MARGA (PERSERO) TBK UN|4.57
20230411|69370C100|PTC|203|PTC INC COM STK|126.34
20230411|693718108|PCAR|41143|PACCAR INC|69.68
20230411|69373Y109|PUYI|3|PUYI INC ADS (CYM)|5.46
20230411|69374H204|PTMC|26799|PACER FDS TR TRENDPILOT US MID|32.07
20230411|69374H360|COWG|2516|PACER FDS TR US LARGE CAP CASH|20.37
20230411|69374H402|PEXL|7|PACER FDS TR US EXPORT LEADERS|40.62
20230411|69374H410|BULD|105|PACER FDS TR BLUESTAR ENGINEER|19.80
20230411|69374H428|FLRT|12865|PACER FDS TR PACIFIC ASSET FLT|45.71
20230411|69374H469|PSFJ|50|PACER FDS TR SWAN SOS FLEX JUL|21.98
20230411|69374H477|PSFM|1145|PACER FDS TR SWAN SOS FLEX APR|23.02
20230411|69374H519|PSMR|37746|PACER FDS TR SWAN SOS MODERATE|22.35
20230411|69374H543|PSCW|1|PACER FDS TR SWAN SOS CONSERVA|20.91
20230411|69374H568|PSFF|2107|PACER FDS TR SWAN SOS FD OF FD|22.93
20230411|69374H576|PSFD|601|PACER SWAN SOS FLEX (JANUARY) |25.33
20230411|69374H626|AFTY|25|PACER FDS TR CSOP FTSE CHINA A|16.23
20230411|69374H642|PTBD|73|PACER FDS TR TRENDPILOT U S BO|20.18
20230411|69374H659|HERD|372|PACER FDS TR CASH COWS FD FDS |33.70
20230411|69374H667|BUL|2951|PACER FDS TR U S CASH COWS GRO|35.33
20230411|69374H683|PTIN|328|PACER FDS TR TRENDPILOT INTL E|26.51
20230411|69374H709|GCOW|14495|PACER FDS TR GLOBAL CASH COWS |33.90
20230411|69374H717|ALTL|3546|PACER LUNT LARGE CAP ALTENATOR|36.97
20230411|69374H766|INDS|2|PACER INDUSTRIAL REAL ESTATE E|41.00
20230411|69374H808|PTEU|469|PACER FDS TR TRENDPILOT EUROPE|26.08
20230411|69374H816|PALC|374|PACER FDS TR LUNT LARGE CAP MU|34.30
20230411|69374H857|CALF|20462|PACER FDS TR PACER US SMALL CA|37.45
20230411|69374H865|ECOW|390|PACER FDS TR EMERGING MARKETS |19.15
20230411|69374H873|ICOW|67|PACER FDS TR DEVEL MRKTS INTL |29.71
20230411|69374H881|COWZ|9344|PACER FDS TR US CASH COWS 100 |47.42
20230411|69404D108|PACB|3683|PACIFIC BIOSCIENCES OF CALIFOR|10.95
20230411|694308206|PCGPRA|285|PACIFIC GAS & ELEC CO 6 PR|22.20
20230411|69478X105|PPBI|1384|PACIFIC PREMIER BANCORP INC|23.50
20230411|695127100|PCRX|805|PACIRA BIOSCIENCES INC COM|41.60
20230411|695263103|PACW|51801|PACWEST BANCORP COMMON STK|10.02
20230411|695263202|PACWP|2805|PACWEST BANCORP DEL DEP SHS RE|14.65
20230411|69553P100|PD|104|PAGERDUTY INC COM|32.32
20230411|69608A108|PLTR|23|PALANTIR TECHNOLOGIES INC CL A|8.39
20230411|69644D108|NKORF|780|PALLADIUM ONE MNG IN (CANADA) |0.08
20230411|69753M105|PLMR|77|PALOMAR HLDGS INC COM (DE)|54.91
20230411|69764K106|PALT|5705|PALTALK INC COM|1.83
20230411|697660207|PAM|839|PAMPA ENERGIA S.A. (AR)|34.42
20230411|697900108|PAAS|361799|PAN AMERICAN SILVER CORP|19.01
20230411|69810P109|PLSH|2203|PANACEA LIFE SCIENCES|0.35
20230411|69863Q103|POROF|9600|PANORO MINERALS LTD (CANADA)|0.10
20230411|698884103|PAR|967|PAR TECHNOLOGY CORP|32.78
20230411|69912T108|PGNT|59|PARAGON TECHNOLOGIES (NEW)|9.15
20230411|69924M109|PZG|32|PARAMOUNT GOLD NEV CORP COM|0.37
20230411|699320206|PRMRF|931|PARAMOUNT RESOURCES LTD CLASS |23.29
20230411|699374302|PRTK|133|PARATEK PHARMACEUTICAL, INC CO|2.57
20230411|700658107|PRK|50|PARK NATIONAL CORP|115.00
20230411|701094104|PH|29|PARKER-HANNIFIN CORP|315.17
20230411|70202L102|PSN|74|PARSONS CORP DEL|46.24
20230411|70261F103|KTTA|5163|PASITHEA THERAPEUTICS CORP COM|0.41
20230411|703343103|PATK|121|PATRICK INDUSTRIES INC|66.07
20230411|703481101|PTEN|69572|PATTERSON-UTI ENERGY INC|12.25
20230411|70387R106|PAVM|1941|PAVMED INC COM|0.39
20230411|70438V106|PCTY|156|PAYLOCITY HOLDING CORP COM STK|189.90
20230411|70439P108|PAY|189|PAYMENTUS HLDGS INC COM CL A|8.73
20230411|70450Y103|PYPL|13433|PAYPAL HLDGS INC COM|74.52
20230411|704551100|BTU|509|PEABODY ENERGY CORP NEW COM PA|25.23
20230411|704723105|PEAR|67495|PEAR THERAPEUTICS INC CL A (DE|0.11
20230411|704723113|PEARW|572|PEAR THERAPEUTICS INC WT PUR C|0.02
20230411|705015105|PSO|4102|PEARSON PLC ADR(RP 1ORD25PEN) |10.47
20230411|70509V100|PEB|7225|PEBBLEBROOK HOTEL TR (MD)|14.41
20230411|706327103|PBA|50|PEMBINA PIPELINE COR ORD SHS (|33.12
20230411|707569109|PENN|742|PENN ENTMT INC COM|29.20
20230411|70788V102|ROCC|134|RANGER OIL CORPORATION CL A CO|42.03
20230411|70931T301|PMTPRA|912|PENNYMAC MTG INVT TR|22.85
20230411|710577107|PEBK|707|PEOPLES BANCORP OF N.C. INC|30.74
20230411|711040105|PFIS|10|PEOPLES FINL SVCS CORP|42.19
20230411|713448108|PEP|5710|PEPSICO INC;CAP USD0.016666|183.20
20230411|71363P106|PRDO|26|PERDOCEO ED CORP|13.35
20230411|71367G102|PWP|2893|PERELLA WEINBERG PARTNERS CL A|8.54
20230411|71377A103|PFGC|2162|PERFORMANCE FOOD GROUP CO COM |60.43
20230411|714046109|PKI|21|PERKINELMER INC|132.87
20230411|71422P204|OILCF|752|PERMEX PETE CORP COM NEW (CAN)|3.55
20230411|71424F105|PR|127|PERMIAN RES CORP CL A (DE)|11.14
20230411|71425H100|PVL|10499|PERMIANVILLE RTY TR TR UNIT (D|2.51
20230411|714254109|PRT|1477|PERMROCK RTY TR TR UNIT|6.59
20230411|715318101|PSMMY|4214|Persimmon Plc Unsponsored ADR |30.59
20230411|71535D106|PSNL|1891|PERSONALIS INC COM|2.70
20230411|71645Y206|PETRY|14|VIBRA ENERGIA SA AMERICAN DEPO|5.65
20230411|716473103|POFCY|46530|PETROFAC LTD LONDON UNSPON ADR|0.46
20230411|71676G108|PSUD|116000|PETROSUN INC COMMON STOCK|0.06
20230411|716817408|PETV|6523|PETVIVO HLDGS INC COM PAR $.00|2.95
20230411|717098206|PFSW|484|PFSWEB, INC COM STK|4.21
20230411|71722W107|PHAT|22831|PHATHOM PHARMACEUTICALS INC CO|8.06
20230411|71743P107|PHNMF|30198|PHENOM RES CORP (CANADA)|0.29
20230411|718172109|PM|26658|PHILIP MORRIS INTL;COM STK NPV|98.57
20230411|71844V201|PECO|618|PHILLIPS EDISON & CO INC COM N|31.88
20230411|71902K113|PBAXW|14|PHOENIX BIOTECH ACQUISITION CO|0.05
20230411|719133100|PRCX|22|PHOENIX RISING COS COM (NV)|.
20230411|71943U104|DOC|3337|PHYSICIANS RLTY TR COM|14.63
20230411|72016P105|PLL|1008|PIEDMONT LITHIUM INC COM (DE) |51.98
20230411|72147K108|PPC|181|PILGRIMS PRIDE CORP NEW COM ST|23.16
20230411|72200M108|PCK|891|PIMCO CALIF MUNI INCOME FD II |6.26
20230411|72200R107|PMF|4464|PIMCO MUNICIPAL INC FD|10.03
20230411|72200W106|PML|10266|PIMCO MUNICIPAL INCOME FD II|9.33
20230411|72200X104|RCS|277|PIMCO STRATEGIC GLOBAL INCOME |5.42
20230411|72200Y102|PNI|100|PIMCO NY MUNI INCOME FD II|7.77
20230411|72201A103|PMX|47|PIMCO MUNICIPAL INCOME FUND II|8.28
20230411|72201B101|PTY|1300|PIMCO CORPORATE & INCOME|12.79
20230411|72201E105|PYN|63|PIMCO NEW YORK MUNICIPAL INCOM|6.47
20230411|72201J104|PFN|12669|PIMCO INCOME STRATEGY FUND II |7.22
20230411|72201R205|STPZ|155|PIMCO ETF TR 1-5 YR US TIPS IN|51.05
20230411|72201R304|LTPZ|2732|PIMCO ETF TR 15+ YR US TIPS IN|62.09
20230411|72201R403|TIPZ|1492|PIMCO ETF TR BROAD US TIPS IND|55.60
20230411|72201R627|LONZ|1074|PIMCO ETF TR SR LN ACTIVE EXCH|49.31
20230411|72201R635|MINO|1090|PIMCO ETF TR MUNICIPAL INCOME |44.65
20230411|72201R643|EMNT|203|PIMCO ETF TR ENHANCED SHORT MA|97.44
20230411|72201R775|BOND|929|PIMCO ACTIVE BOND EXCHANGE TRA|92.70
20230411|72201R783|HYS|456|PIMCO ETF TR 1-5 YR HIGH YIELD|90.22
20230411|72201R817|CORP|799|PIMCO INVESTMENT GRADE CORP BD|96.37
20230411|72201R882|ZROZ|5164|PIMCO ETF TR 25+ YR ZERO CPN U|95.58
20230411|72201T342|RAFE|15|PIMCO EQUITY SER RAFI ESG U S |28.88
20230411|72201Y101|PDI|20841|PIMCO DYNAMIC INCOME FD|18.16
20230411|722014107|PHK|105|PIMCO HIGH INCOME FUND SBI|4.84
20230411|72202L371|MFDX|51|PIMCO RAFI DYNAMIC MULTI-FACTO|27.57
20230411|722304102|PDD|2587|PDD HOLDINGS INC. AMERICAN DEP|71.31
20230411|722524105|PIFYF|13000|PINE CLIFF ENERGY LIMITED|1.00
20230411|72346Q104|PNFP|10838|PINNACLE FINANCIAL PTNRS INC|53.87
20230411|72346Q302|PNFPP|2027|PINNACLE FINL PART INC DEP SH |23.72
20230411|72352G206|PT|37|PINTEC TECHNOLOGY HLDGS LTD SP|1.25
20230411|72352L106|PINS|53276|PINTEREST INC CL A|27.94
20230411|723763108|MHI|1671|PIONEER MUNICIPAL HIGH INCOME |8.93
20230411|724078100|PIPR|416|PIPER SANDLER COMPANIES|132.02
20230411|724479100|PBI|742|PITNEY-BOWES INC|3.74
20230411|72581M305|PXLW|64|PIXELWORKS INC COM NEW|1.45
20230411|72703X106|PL|70005|PLANET LABS PBC COM CL A|4.14
20230411|72703X114|PLWS|127|PLANET LABS PBC WT EXP 12/06/2|0.75
20230411|727351108|PLVFF|700|PLANT VEDA FOODS LTD (CANADA) |0.06
20230411|72750P402|PLTXD|347|PLANTX LIFE INC COM PAR $|0.28
20230411|72765Q882|PLG|3581|PLATINUM GROUP METALS LTD COM |1.49
20230411|72919P202|PLUG|1276397|PLUG POWER INC COM STK (DE)|9.36
