SYMBOL,DESCRIPTION,ticker,cik,TICKER,CIK
HWKZ,HAWKS ACQUISITION CORP CL A (D,HWKZ,CIK0001841144,HWKZ,CIK0001841144
HYEX,HEALTHY EXTRACTS INC,HYEX,CIK0001630176,HYEX,CIK0001630176
NHWK,"NIGHTHAWK BIOSCIENCES, INC. CO",NHWK,CIK0001476963,NHWK,CIK0001476963
HSCS,HEART TEST LABORATORIES INC CO,HSCS,CIK0001468492,HSCS,CIK0001468492
HEI,HEICO CORP,HEI,CIK0000046619,HEI,CIK0000046619
HSY,THE HERSHEY COMPANY,HSY,CIK0000047111,HSY,CIK0000047111
HGLB,HIGHLAND GLOBAL ALLOCATION FD ,HGLB,CIK0001622148,HGLB,CIK0001622148
HLLY,HOLLEY INC COM,HLLY,CIK0001822928,HLLY,CIK0001822928
HMN,HORACE MANN EDUCATORS CORP,HMN,CIK0000850141,HMN,CIK0000850141
JBHT,HUNT J B TRANSPORT SVCS INC,JBHT,CIK0000728535,JBHT,CIK0000728535
IPX,IPERIONX LTD SPONSORED ADS (AU,IPX,CIK0001898601,IPX,CIK0001898601
IMH,IMPAC MTG HLDGS INC COM STK NE,IMH,CIK0001000298,IMH,CIK0001000298
IMVT,IMMUNOVANT INC,IMVT,CIK0001764013,IMVT,CIK0001764013
INCY,INCYTE CORPORATION,INCY,CIK0000879169,INCY,CIK0000879169
INFA,INFORMATICA INC CL A,INFA,CIK0001868778,INFA,CIK0001868778
NSPR,INSPIREMD INC,NSPR,CIK0001433607,NSPR,CIK0001433607
PODD,INSULET CORP COM STK (DE),PODD,CIK0001145197,PODD,CIK0001145197
IGPK,"INTEGRATED CANNABIS SOLUTIONS,",IGPK,CIK0001002771,IGPK,CIK0001002771
IPAR,INTER PARFUMS INC,IPAR,CIK0000822663,IPAR,CIK0000822663
VPV,INVESCO PENNSYLVANIA VALUE MUN,VPV,CIK0000895528,VPV,CIK0000895528
KLAC,KLA CORPORATION COMMON STOCK,KLAC,CIK0000319201,KLAC,CIK0000319201
KAMN,KAMAN CORP CL-A,KAMN,CIK0000054381,KAMN,CIK0000054381
KW,"KENNEDY-WILSON HOLDINGS, INC. ",KW,CIK0001408100,KW,CIK0001408100
KKOYY,Kesko OYJ Unsponsored ADR repr,KKOYY,CIK0001436794,KKOYY,CIK0001436794
PIK,KIDPIK CORP COM,PIK,CIK0001861522,PIK,CIK0001861522
KF,"KOREA FUND, INC (NEW)",KF,CIK0000748691,KF,CIK0000748691
KLIC,KULICKE & SOFA INDS INC,KLIC,CIK0000056978,KLIC,CIK0000056978
LCNB,LCNB CORPORATION,LCNB,CIK0001074902,LCNB,CIK0001074902
LTC,LTC PROPERTIES INC,LTC,CIK0000887905,LTC,CIK0000887905
LANC,LANCASTER COLONY CORP,LANC,CIK0000057515,LANC,CIK0000057515
LVACW,LAVA MEDTECH ACQ.CORP WT EXP (,LVACW,CIK0001855450,LVACW,CIK0001855450
LII,LENNOX INTL INC,LII,CIK0001069202,LII,CIK0001069202
LESL,LESLIES INC COM (DE),LESL,CIK0001821806,LESL,CIK0001821806
ASG,LIBERTY ALL-STAR GROWTH FD INC,ASG,CIK0000786035,ASG,CIK0000786035
LBRT,LIBERTY ENERGY INC. CL A COM,LBRT,CIK0001694028,LBRT,CIK0001694028
FWONA,LIBERTY MEDIA CORP DEL COM SER,FWONA,CIK0001560385,FWONA,CIK0001560385
BATRK,LIBERTY MEDIA CORP DEL,BATRK,CIK0001560385,BATRK,CIK0001560385
LMST,"LIMESTONE BANCORP, INC. COMMON",LMST,CIK0001358356,LMST,CIK0001358356
LMNR,LIMONEIRA CO,LMNR,CIK0001342423,LMNR,CIK0001342423
LNN,LINDSAY CORPORATION,LNN,CIK0000836157,LNN,CIK0000836157
LYG,LLOYDS BANKING GROUP PLC ADR,LYG,CIK0001160106,LYG,CIK0001160106
MGEE,MGE ENERGY INC,MGEE,CIK0001161728,MGEE,CIK0001161728
VRE,"VERIS RESIDENTIAL, INC",VRE,CIK0000924901,VRE,CIK0000924901
MSGE,MADISON SQUARE GARDEN ENTMT CO,MSGE,CIK0001795250,MSGE,CIK0001795250
MAGE,MAGELLAN GOLD CORP COM NEW,MAGE,CIK0001515317,MAGE,CIK0001515317
MAQC,MAQUIA CAP ACQUISITION CORP CL,MAQC,CIK0001844419,MAQC,CIK0001844419
VAC,MARRIOTT VACATIONS WORLDWIDE C,VAC,CIK0001524358,VAC,CIK0001524358
MTDR,MATADOR RES CO COM STK (TX),MTDR,CIK0001520006,MTDR,CIK0001520006
MTLS,MATERIALISE NV SPONSORED ADS (,MTLS,CIK0001091223,MTLS,CIK0001091223
MNOV,MEDICINOVA INC COM,MNOV,CIK0001226616,MNOV,CIK0001226616
MD,"PEDIATRIX MEDICAL GROUP, INC. ",MD,CIK0000893949,MD,CIK0000893949
MAA,MID-AMERICAN APARTMENT COMMUN ,MAA,CIK0000912595,MAA,CIK0000912595
MOBBW,MOBILICOM LTD WT PUR SHS REPST,MOBBW,CIK0001898643,MOBBW,CIK0001898643
MNTSW,MOMENTUS INC WT EXP 05/15/26(D,MNTSW,CIK0001781162,MNTSW,CIK0001781162
MTRYW,MONTEREY BIO ACQ.CORP WT EXP (,MTRYW,CIK0001860663,MTRYW,CIK0001860663
MULN,MULLEN AUTOMOTIVE INC COM,MULN,CIK0001499961,MULN,CIK0001499961
NVR,NVR INC (NEW),NVR,CIK0000906163,NVR,CIK0000906163
NVEC,NVE CORPORATION NEW,NVEC,CIK0000724910,NVEC,CIK0000724910
NSFDF,NXT ENERGY SOLUTIONS INC. ORDI,NSFDF,CIK0001009922,NSFDF,CIK0001009922
,NANO LABS LTD SPONSORED ADR (C,,CIK0001074769,,CIK0001074769
,,,CIK0001074769,,CIK0001074769
NTRA,NATERA INC COM,NTRA,CIK0001604821,NTRA,CIK0001604821
NVCN,NEOVASC INC COM NO PAR NEW(CAN,NVCN,CIK0001399708,NVCN,CIK0001399708
NEWR,NEW RELIC INC COM STK (DE),NEWR,CIK0001448056,NEWR,CIK0001448056
NBEVQ,NEWAGE INC. COM,NBEVQ,CIK0001579823,NBEVQ,CIK0001579823
NEWTZ,NEWTEKONE INC 5.50% NOTES DUE ,NEWTZ,CIK0001587987,NEWTZ,CIK0001587987
NODK,NI HLDGS INC COM STK (ND),NODK,CIK0001681206,NODK,CIK0001681206
NSRCF,NEXTSOURCE MATLS INC COM NEW(C,NSRCF,CIK0001302084,NSRCF,CIK0001302084
NXMH,NEXT MEATS HLDGS INC,NXMH,CIK0001811530,NXMH,CIK0001811530
NMTR,9 METERS BIOPHARMA INC COM NEW,NMTR,CIK0001551986,NMTR,CIK0001551986
NPSCY,NIPPON STL & SUMITOMO METAL CO,NPSCY,CIK0001140471,NPSCY,CIK0001140471
NWBO,NORTHWEST BIOTHERAPEUTICS INC.,NWBO,CIK0001072379,NWBO,CIK0001072379
NXC,NUVEEN CALIFORNIA SELECT TX-FR,NXC,CIK0000885732,NXC,CIK0000885732
JFR,NUVEEN FLOATING RATE INCOME FU,JFR,CIK0001276533,JFR,CIK0001276533
ORLY,O REILLY AUTOMOTIVE INC COM,ORLY,CIK0000898173,ORLY,CIK0000898173
OCCIN,OFS CR CO INC,OCCIN,CIK0001716951,OCCIN,CIK0001716951
OMGA,OMEGA THERAPEUTICS INC COM (DE,OMGA,CIK0001850838,OMGA,CIK0001850838
ATNFW,180 LIFE SCIENCES CORP WT PUR ,ATNFW,CIK0001690080,ATNFW,CIK0001690080
ATNF,180 LIFE SCIENCES CORP COM NEW,ATNF,CIK0001690080,ATNF,CIK0001690080
ONFO,ONFOLIO HLDGS INC COM NEW (DE),ONFO,CIK0001825452,ONFO,CIK0001825452
KIDS,ORTHOPEDIATRICS CORP COM,KIDS,CIK0001425450,KIDS,CIK0001425450
OXLC,OXFORD LANE CAP CORP COM,OXLC,CIK0001495222,OXLC,CIK0001495222
PNC,"PNC FINL SVCS GRP,INC(THE)",PNC,CIK0000713676,PNC,CIK0000713676
PZZA,PAPA JOHNS INTL INC,PZZA,CIK0000901491,PZZA,CIK0000901491
PPIH,PERMA-PIPE INTL HLDGS INC COM ,PPIH,CIK0000914122,PPIH,CIK0000914122
PPTA,PERPETUA RES CORP (CANADA),PPTA,CIK0001526243,PPTA,CIK0001526243
FENG,PHOENIX NEW MEDIA LTD SPON ADR,FENG,CIK0001509646,FENG,CIK0001509646
PLAB,PHOTRONICS INC,PLAB,CIK0000810136,PLAB,CIK0000810136
PML,PIMCO MUNICIPAL INCOME FD II,PML,CIK0001170299,PML,CIK0001170299
HNW,PIONEER DIVERSIFIED HIGH INCOM,HNW,CIK0001388126,HNW,CIK0001388126
PIPR,PIPER SANDLER COMPANIES,PIPR,CIK0001230245,PIPR,CIK0001230245
PLAG,PLANET GREEN HLDGS CORP COM ST,PLAG,CIK0001117057,PLAG,CIK0001117057
PLXP,PLX PHARMA INC COM STK,PLXP,CIK0001497504,PLXP,CIK0001497504
PLYM,PLYMOUTH INDL REIT INC COM (MD,PLYM,CIK0001515816,PLYM,CIK0001515816
POAHY,PORSCHE AUTOMOBILE HOLDING SE ,POAHY,CIK0001450346,POAHY,CIK0001450346
PNAC,PRIME NO ACQUISITION I CORP CO,PNAC,CIK0001858180,PNAC,CIK0001858180
BPRN,PRINCETON BANCORP INC COM,BPRN,CIK0001913971,BPRN,CIK0001913971
PRA,PROASSURANCE CP (HLG CO),PRA,CIK0001127703,PRA,CIK0001127703
PMGM,PRIVETERRA ACQUISITION CORP CL,PMGM,CIK0001837607,PMGM,CIK0001837607
RXDX,PROMETHEUS BIOSCIENCES INC COM,RXDX,CIK0001718852,RXDX,CIK0001718852
PRYMY,"Prysmian S.P.A., Milano Unspon",PRYMY,CIK0001437672,PRYMY,CIK0001437672
QUIK,QUICKLOGIC CORPORATION COM NEW,QUIK,CIK0000882508,QUIK,CIK0000882508
RMR,RMR GROUP INC CL A COM STK (MD,RMR,CIK0001644378,RMR,CIK0001644378
RXT,RACKSPACE TECHNOLOGY INC,RXT,CIK0001810019,RXT,CIK0001810019
RYN,RAYONIER INC (REIT),RYN,CIK0000052827,RYN,CIK0000052827
REGN,REGENERON PHARMACEUTICALS INC ,REGN,CIK0000872589,REGN,CIK0000872589
RHE,REGIONAL HEALTH PPTYS INC COM ,RHE,CIK0001004724,RHE,CIK0001004724
RCG,RENN FD INC COM STK (TX),RCG,CIK0000919567,RCG,CIK0000919567
RSG,REPUBLIC SERVICES INC,RSG,CIK0001060391,RSG,CIK0001060391
RSTRF,RESTAURANT BRANDS INTL LTD PAR,RSTRF,CIK0001618755,RSTRF,CIK0001618755
RELL,RICHARDSON ELECTRONICS LTD,RELL,CIK0000355948,RELL,CIK0000355948
RIGL,RIGEL PHARMACEUTICALS INC NEW ,RIGL,CIK0001034842,RIGL,CIK0001034842
RMM,RIVERNORTH MANAGED DURATION MU,RMM,CIK0001771226,RMM,CIK0001771226
RFMZ,RIVERNORTH FLEXIBLE MUN INCOME,RFMZ,CIK0001817159,RFMZ,CIK0001817159
ROCAR,ROC ENERGY ACQUISITION CORP RT,ROCAR,CIK0001884516,ROCAR,CIK0001884516
RMTI,ROCKWELL MEDICAL INC COM STK (,RMTI,CIK0001041024,RMTI,CIK0001041024
ROST,ROSS STORES INC,ROST,CIK0000745732,ROST,CIK0000745732
RMT,ROYCE MICRO-CAP TRUST INC,RMT,CIK0000912147,RMT,CIK0000912147
RUSHA,RUSH ENTERPRISES INC CL-A,RUSHA,CIK0001012019,RUSHA,CIK0001012019
SCCF,SACHEM CAP CORP NT 07.125% 06/,SCCF,CIK0001682220,SCCF,CIK0001682220
SAR,SARATOGA INVESTMENT CORP COM N,SAR,CIK0001377936,SAR,CIK0001377936
SVRA,SAVARA INC COM STK (TX),SVRA,CIK0001160308,SVRA,CIK0001160308
SVFD,SAVE FOODS INC COM PAR $0.0001,SVFD,CIK0001789192,SVFD,CIK0001789192
SDGR,SCHRODINGER INC COM (DE),SDGR,CIK0001490978,SDGR,CIK0001490978
SEB,SEABOARD CORP MASS,SEB,CIK0000088121,SEB,CIK0000088121
SEAC,SEACHANGE INTL INC,SEAC,CIK0001019671,SEAC,CIK0001019671
SIGIP,SELECTIVE INS GRP DEP SHS REPS,SIGIP,CIK0000230557,SIGIP,CIK0000230557
SNRHW,SENIOR CONNECT ACQUISITION COP,SNRHW,CIK0001823854,SNRHW,CIK0001823854
SXT,SENSIENT TECHNOLOGIES CORP,SXT,CIK0000310142,SXT,CIK0000310142
SHEN,SHENANDOAH TELECOMM CO.,SHEN,CIK0000354963,SHEN,CIK0000354963
SWAV,SHOCKWAVE MED INC COM (DE),SWAV,CIK0001642545,SWAV,CIK0001642545
SHLS,SHOALS TECHNOLOGIES GROUP INC ,SHLS,CIK0001831651,SHLS,CIK0001831651
SBSW,SIBANYE STILLWATER LTD SPONS A,SBSW,CIK0001786909,SBSW,CIK0001786909
SASI,SIGMA ADDITIVE SOLUTIONS INC C,SASI,CIK0000788611,SASI,CIK0000788611
SMPL,SIMPLY GOOD FOODS CO COM,SMPL,CIK0001702744,SMPL,CIK0001702744
SLP,SIMULATIONS PLUS INC,SLP,CIK0001023459,SLP,CIK0001023459
SINT,SINTX TECHNOLOGIES INC COM COM,SINT,CIK0001269026,SINT,CIK0001269026
SIX,SIX FLAGS ENTMT CORP NEW COM S,SIX,CIK0000701374,SIX,CIK0000701374
SKX,SKECHERS USA INC,SKX,CIK0001065837,SKX,CIK0001065837
SKYH,SKY HARBOUR GROUP CORP COM CL ,SKYH,CIK0001823587,SKYH,CIK0001823587
WDLF,"DECENTRAL LIFE, INC.",WDLF,CIK0001281984,WDLF,CIK0001281984
SCKT,SOCKET MOBILE INC COM STK NEW ,SCKT,CIK0000944075,SCKT,CIK0000944075
SWI,SOLARWINDS CORP COM NEW,SWI,CIK0001739942,SWI,CIK0001739942
SOFO,SONIC FOUNDRY INC NEW COM STK ,SOFO,CIK0001029744,SOFO,CIK0001029744
SFBC,SOUND FINL BANCORP INC COM STK,SFBC,CIK0001541119,SFBC,CIK0001541119
SSB,SOUTHSTATE CORP COM STK (SC),SSB,CIK0000764038,SSB,CIK0000764038
SOJD,SOUTHERN CO SER 2020A JR SUB N,SOJD,CIK0000092122,SOJD,CIK0000092122
SR,SPIRE INC COM,SR,CIK0001126956,SR,CIK0001126956
SLNG,"STABILIS SOLUTIONS, INC. COMMO",SLNG,CIK0001043186,SLNG,CIK0001043186
SRT,STARTEK INC.,SRT,CIK0001031029,SRT,CIK0001031029
SPLP,STEEL PARTNERS HLDGS LP LTD PA,SPLP,CIK0001452857,SPLP,CIK0001452857
STOK,STOKE THERAPEUTICS INC COM,STOK,CIK0001623526,STOK,CIK0001623526
SCAQ,STRATIM CLOUD ACQUISITION CORP,SCAQ,CIK0001821812,SCAQ,CIK0001821812
GJH,STRUCTURED REPKG ASSET-BKD TR ,GJH,CIK0001286405,GJH,CIK0001286405
GJS,STRATS TR GOLDMAN SACKS GP SEC,GJS,CIK0001356284,GJS,CIK0001356284
SUPN,SUPERNUS PHARMACEUTICALS INC C,SUPN,CIK0001356576,SUPN,CIK0001356576
SNCRL,SYNCHRONOSS TECHNOLOGIES INC,SNCRL,CIK0001131554,SNCRL,CIK0001131554
SNDX,SYNDAX PHARMACEUTICALS INC COM,SNDX,CIK0001395937,SNDX,CIK0001395937
SYSX,SYSOREX INC COM NEW,SYSX,CIK0001737372,SYSX,CIK0001737372
TECTP,TECTONIC FINL INC PERP PFD SER,TECTP,CIK0001766526,TECTP,CIK0001766526
TFFP,TFF PHARMACEUTICALS INC COM,TFFP,CIK0001733413,TFFP,CIK0001733413
TGVC,TG VENTURE ACQ.CORP COM CL A (,TGVC,CIK0001865191,TGVC,CIK0001865191
SKT,TANGER FACTORY OUTLET CENTERS ,SKT,CIK0000899715,SKT,CIK0000899715
TCBPW,TC BIOPHARM HLDGS PLC WT PUR S,TCBPW,CIK0001872812,TCBPW,CIK0001872812
TBNK,"TERRITORIAL BANCORP, IMC COM S",TBNK,CIK0001447051,TBNK,CIK0001447051
TXRH,TEXAS ROADHOUSE INC COM STK (D,TXRH,CIK0001289460,TXRH,CIK0001289460
THTX,THERATECHNOLOGIES INC COM,THTX,CIK0001512717,THTX,CIK0001512717
STKS,THE ONE GROUP HOSPITALITY INC ,STKS,CIK0001399520,STKS,CIK0001399520
TDW,TIDEWATER INC NEW COM STK (DE),TDW,CIK0000098222,TDW,CIK0000098222
NTG,TORTOISE MIDSTREAM ENERGY FUND,NTG,CIK0001490286,NTG,CIK0001490286
NDP,TORTOISE ENERGY INDEPENDENCE,NDP,CIK0001547158,NDP,CIK0001547158
TRNS,TRANSCAT INC,TRNS,CIK0000099302,TRNS,CIK0000099302
TANNI,TRAVELCENTERS AMER LLC 8.25% S,TANNI,CIK0001378453,TANNI,CIK0001378453
TA,TRAVELCENTERS AMER INC COM,TA,CIK0001378453,TA,CIK0001378453
IRAAW,IRIS AQUISITION CORP WT EXP,IRAAW,CIK0001831874,IRAAW,CIK0001831874
TRIB,TRINITY BIOTECH,TRIB,CIK0000888721,TRIB,CIK0000888721
TGI,"TRIUMPH GROUP, INC.",TGI,CIK0001021162,TGI,CIK0001021162
MEDS,"TRXADE HEALTH, INC. COMMON STO",MEDS,CIK0001382574,MEDS,CIK0001382574
TKC,TURKCELL ILETISIM HIZMETLERI A,TKC,CIK0001071321,TKC,CIK0001071321
TPB,TURNING PT BRANDS INC COM (DE),TPB,CIK0001290677,TPB,CIK0001290677
TPC,TUTOR PERINI CORPORATION COM S,TPC,CIK0000077543,TPC,CIK0000077543
UFPI,UFP INDS INC,UFPI,CIK0000912767,UFPI,CIK0000912767
UFAB,UNIQUE FABRICATING INC COM STK,UFAB,CIK0001617669,UFAB,CIK0001617669
UNQL,UNIQUE LOGISTICS INT INC,UNQL,CIK0001281845,UNQL,CIK0001281845
VOXX,VOXX INTL CORP,VOXX,CIK0000807707,VOXX,CIK0000807707
VMGA,VMG CONSUMER ACQUISITION CORP ,VMGA,CIK0001875943,VMGA,CIK0001875943
EGY,VAALCO ENERGY INC (NEW),EGY,CIK0000894627,EGY,CIK0000894627
VIRC,VIRCO MFG CORPORATION,VIRC,CIK0000751365,VIRC,CIK0000751365
VPLM,VOIP-PAL.COM INC COMMON STOCK ,VPLM,CIK0001410738,VPLM,CIK0001410738
WEC,WEC ENERGY GROUP INC COM STK (,WEC,CIK0000783325,WEC,CIK0000783325
VYNE,VYNE THERAPEUTICS INC COM PAR$,VYNE,CIK0001566044,VYNE,CIK0001566044
VYNT,VYANT BIO INC COM NEW,VYNT,CIK0001349929,VYNT,CIK0001349929
WAB,WABTEC (COMMON),WAB,CIK0000943452,WAB,CIK0000943452
BUDZ,WEED INC COM,BUDZ,CIK0001393772,BUDZ,CIK0001393772
WMK,WEIS MARKETS INCORPORATED,WMK,CIK0000105418,WMK,CIK0000105418
WTMAR,WELSBACH TECHNOLOGY METALS ACQ,WTMAR,CIK0001866226,WTMAR,CIK0001866226
WST,WEST PHARMACEUTICAL SERV INC,WST,CIK0000105770,WST,CIK0000105770
MMU,WESTERN ASSET MANAGED MUNI FD ,MMU,CIK0000886043,MMU,CIK0000886043
WMC,WESTERN ASSET MTG CAP CORP COM,WMC,CIK0001465885,WMC,CIK0001465885
SBI,WESTERN INTER MUNI FD INC COM ,SBI,CIK0000882300,SBI,CIK0000882300
WLDN,"WILLDAN GROUP, INC COM STK",WLDN,CIK0001370450,WLDN,CIK0001370450
WMPN,WILLIAM PENN BANCORPORATION CO,WMPN,CIK0001828376,WMPN,CIK0001828376
WGO,WINNEBAGO INDS INC,WGO,CIK0000107687,WGO,CIK0000107687
WH,WYNDHAM HOTELS & RESORTS INC C,WH,CIK0001722684,WH,CIK0001722684
XBIO,XENETIC BIOSCIENCES INC COM PA,XBIO,CIK0001534525,XBIO,CIK0001534525
XHR,"XENIA HOTELS & RESORTS, INC.",XHR,CIK0001616000,XHR,CIK0001616000
XOMA,XOMA CORP COM NEW,XOMA,CIK0000791908,XOMA,CIK0000791908
AHG,AKSO HEALTH GROUP,AHG,CIK0001702318,AHG,CIK0001702318
YORW,YORK WATER COMPANY (THE),YORW,CIK0000108985,YORW,CIK0000108985
AGO,ASSURED GUARNATY LTD,AGO,CIK0001273813,AGO,CIK0001273813
BLEU,BLEUACACIA LTD CL A SHS (CYM) ,BLEU,CIK0001843370,BLEU,CIK0001843370
ARYD,ARYA SCIENCES ACQUISITION CORP,ARYD,CIK0001838821,ARYD,CIK0001838821
EVGR,EVERGREEN CORP CL A(CYM),EVGR,CIK0001900402,EVGR,CIK0001900402
WFRD,WEATHERFORD INTL PLC ORD SHS N,WFRD,CIK0001603923,WFRD,CIK0001603923
MEKA,MELI KASZEK PIONEER CORP CL A ,MEKA,CIK0001870258,MEKA,CIK0001870258
JZXN,JIUZI HOLDINGS INC ORD SHS (CY,JZXN,CIK0001816172,JZXN,CIK0001816172
KCGI,KENSINGTON CAP ACQUISITION COR,KCGI,CIK0001865407,KCGI,CIK0001865407
KRNL,KERNEL GROUP HLDGS INC ORD SHS,KRNL,CIK0001832950,KRNL,CIK0001832950
LXFR,LUXFER HOLDINGS PLC SHS (GBR) ,LXFR,CIK0001096056,LXFR,CIK0001096056
MOXC,MOXIAN (BVI) INC USD ORD SHS (,MOXC,CIK0001864055,MOXC,CIK0001864055
PAX,PATRIA INVTS LTD CL A COM (CYM,PAX,CIK0001825570,PAX,CIK0001825570
PLAO,PATRIA LATIN AMERN OPPORTUNITY,PLAO,CIK0001849737,PLAO,CIK0001849737
PRENW,PRENETICS GLOBAL LTD WT EXP 05,PRENW,CIK0001876431,PRENW,CIK0001876431
PHYT,PYROPHYTE ACQUISITION CORP ORD,PHYT,CIK0001848756,PHYT,CIK0001848756
RNWWW,RENEW ENERGY GLOBAL PLC WT EXP,RNWWW,CIK0001848763,RNWWW,CIK0001848763
TIOAW,TIO TECH A RED WT EXP 04/12/28,TIOAW,CIK0001846163,TIOAW,CIK0001846163
SKGR,SK GROWTH OPPORTUNITIES CORP C,SKGR,CIK0001912461,SKGR,CIK0001912461
TGLS,TECNOGLASS INC COM,TGLS,CIK0001534675,TGLS,CIK0001534675
LILAK,LIBERTY LATIN AMER LTD CL C (B,LILAK,CIK0001712184,LILAK,CIK0001712184
SRAD,SPORTRADAR GROUP AG CL A (CHE),SRAD,CIK0001836470,SRAD,CIK0001836470
AGRO,ADECOAGRO S A COM SHS (LUX),AGRO,CIK0001499505,AGRO,CIK0001499505
CLGN,COLLPLANT BIOTECHNOLOGIES SHS ,CLGN,CIK0001631487,CLGN,CIK0001631487
GLMD,GALMED PHARMACEUTICALS LTD. SH,GLMD,CIK0001595353,GLMD,CIK0001595353
GLBE,GLOBAL-E ONLINE LTD ORD SHS (I,GLBE,CIK0001835963,GLBE,CIK0001835963
KMDA,KAMADA LTD ORD SHS (ISR),KMDA,CIK0001567529,KMDA,CIK0001567529
SNT,SENSTAR TECHNOLOGIES LTD COM (,SNT,CIK0000896494,SNT,CIK0000896494
DSX,DIANA SHIPPING INC.,DSX,CIK0001318885,DSX,CIK0001318885
NETI,ENETI INC SHS (MHL),NETI,CIK0001587264,NETI,CIK0001587264
ABM,ABM INDUSTRIES INC,ABM,CIK0000771497,ABM,CIK0000771497
AZZ,AZZ INC COM,AZZ,CIK0000008947,AZZ,CIK0000008947
ACHL,ACHILLES THERAPEUTICS PLC,ACHL,CIK0001830749,ACHL,CIK0001830749
ACLHF,ACME LITHIUM INC (CANADA),ACLHF,CIK0001871737,ACLHF,CIK0001871737
AYI,ACUITY BRANDS INC (HOLDING COM,AYI,CIK0001144215,AYI,CIK0001144215
AGRX,AGILE THERAPEUTICS INC COM NEW,AGRX,CIK0001261249,AGRX,CIK0001261249
AGRX,AGILE THERAPEUTICS INC COM PAR,AGRX,CIK0001261249,AGRX,CIK0001261249
ATSG,AIR TRANSPORT SERVICES GROUP I,ATSG,CIK0000894081,ATSG,CIK0000894081
AIXN,AIXIN LIFE INTL INC COM PAR $0,AIXN,CIK0000835662,AIXN,CIK0000835662
BFH,BREAD FINANCIAL HOLDINGS INC. ,BFH,CIK0001101215,BFH,CIK0001101215
ALTU,ALTITUDE ACQUISITION CORP CL A,ALTU,CIK0001822366,ALTU,CIK0001822366
RTLPO,THE NECESSITY RETAIL REIT INC.,RTLPO,CIK0001568162,RTLPO,CIK0001568162
ASRV,AMERISERV FINANCIAL INC,ASRV,CIK0000707605,ASRV,CIK0000707605
AM,ANTERO MIDSTREAM CORP COM,AM,CIK0001623925,AM,CIK0001623925
ARKR,ARK RESTAURANTS CORP,ARKR,CIK0000779544,ARKR,CIK0000779544
ARRW,ARROWROOT ACQUISITION CORP CL ,ARRW,CIK0001835972,ARRW,CIK0001835972
ARTEW,ARTEMIS STRATEGIC INVT CORP WT,ARTEW,CIK0001839990,ARTEW,CIK0001839990
ARTW,ARTS WAY MFG INC,ARTW,CIK0000007623,ARTW,CIK0000007623
AINC,ASHFORD INC COM STK (NV),AINC,CIK0001604738,AINC,CIK0001604738
ATLCP,ATLANTICUS HLDGS CORP PERP PFD,ATLCP,CIK0001464343,ATLCP,CIK0001464343
ATO,ATMOS ENERGY CORP,ATO,CIK0000731802,ATO,CIK0000731802
CAR,"AVIS BUDGET GROUP, INC. (NEW) ",CAR,CIK0000723612,CAR,CIK0000723612
AVRO,AVROBIO INC COM (DE),AVRO,CIK0001681087,AVRO,CIK0001681087
BWNB,BABCOCK & WILCOX ENTERPRISES,BWNB,CIK0001630805,BWNB,CIK0001630805
BNNRW,BANNER ACQUISITION CORP WT EXP,BNNRW,CIK0001852332,BNNRW,CIK0001852332
SGGFF,BARCLAYS BK PLC IPATH BLOOMBER,SGGFF,CIK0000312070,SGGFF,CIK0000312070
BSET,BASSETT FURNITURE IND INC,BSET,CIK0000010329,BSET,CIK0000010329
BEEMW,BEAM GLOBAL WARRANT 04/15/2024,BEEMW,CIK0001398805,BEEMW,CIK0001398805
BGNE,BEIGENE LTD SPONSORED ADR (CYM,BGNE,CIK0001651308,BGNE,CIK0001651308
BNTC,BENITEC BIOPHARMA INC,BNTC,CIK0001808898,BNTC,CIK0001808898
BCDAW,BIOCARDIA INC WT EXP 07/30/22 ,BCDAW,CIK0000925741,BCDAW,CIK0000925741
BLGO,"BioLargo, Inc. Common Stock",BLGO,CIK0000880242,BLGO,CIK0000880242
BIAFW,BIOAFFINITY TECHNOLOGIES INC W,BIAFW,CIK0001712762,BIAFW,CIK0001712762
BJRI,BJ'S RESTAURANTS INC,BJRI,CIK0001013488,BJRI,CIK0001013488
BLE,BLACKROCK MUNI INCOME TRUST II,BLE,CIK0001176194,BLE,CIK0001176194
BLFY,BLUE FDRY BANCORP COM (DE),BLFY,CIK0001846017,BLFY,CIK0001846017
BNSO,BONSO ELECTRONICS INTL INC,BNSO,CIK0000846546,BNSO,CIK0000846546
BOC,BOSTON OMAHA CORP COM CL A,BOC,CIK0001494582,BOC,CIK0001494582
BMBL,BUMBLE INC COM CL A,BMBL,CIK0001830043,BMBL,CIK0001830043
CI,THE CIGNA GROUP COM,CI,CIK0001739940,CI,CIK0001739940
CSBB,CSB BANCORP INC (OH),CSBB,CIK0000880417,CSBB,CIK0000880417
LAW,CS DISCO INC COM,LAW,CIK0001625641,LAW,CIK0001625641
CHY,CALAMOS CONV & HIGH INCOME FD ,CHY,CIK0001222719,CHY,CIK0001222719
CMCM,CHEETAH MOBILE INC ADR REP FIF,CMCM,CIK0001597835,CMCM,CIK0001597835
CNK,CINEMARK HLDGS INC (DE),CNK,CIK0001385280,CNK,CIK0001385280
CLNV,CLEAN VISION CORP,CLNV,CIK0001391426,CLNV,CIK0001391426
CLW,CLEARWATER PAPER CORP COM STK ,CLW,CIK0001441236,CLW,CIK0001441236
